main_category_en,additives_n,ingredients_from_palm_oil_n,energy_100g,fat_100g,saturated-fat_100g,carbohydrates_100g,sugars_100g,fiber_100g,proteins_100g,sodium_100g
Plant-based foods and beverages,1.0,0.0,544.0,0.5,0.0,31.0,8.0,4.0,3.0,0.0
Sugary snacks,10.0,0.0,1610.0,9.62,2.88,73.1,32.7,1.92,3.85,0.327
Plant-based foods and beverages,5.0,0.0,1590.0,3.45,1.72,89.7,41.4,10.3,3.45,0.466
Plant-based foods and beverages,1.0,0.0,1590.0,0.0,0.0,89.7,34.5,3.45,3.45,0.517
Plant-based foods and beverages,2.0,0.0,1480.0,0.0,0.0,87.1,29.0,9.68,6.45,0.613
Plant-based foods and beverages,3.0,0.0,1570.0,3.12,0.0,59.4,21.9,9.38,31.2,0.594
Snacks,0.0,0.0,2240.0,32.1,8.93,53.6,3.57,3.57,3.57,0.536
Breakfasts,12.0,0.0,1670.0,10.0,4.0,72.0,38.0,2.0,4.0,0.48
Plant-based foods and beverages,0.0,0.0,112.0,0.4,0.1,3.9,3.8,2.4,1.8,0.0
Plant-based foods and beverages,0.0,0.0,272.0,0.1,0.0,15.0,12.0,0.1,0.4,0.1
Sugary snacks,3.0,0.0,2168.0,27.6,17.2,61.3,25.7,2.0,5.2,0.275590551181
Sugary snacks,5.0,0.0,1881.0,17.2,1.6,60.5,18.8,10.9,7.6,0.0393700787402
Spreads,0.0,0.0,2990.0,78.6,50.0,0.0,0.0,0.0,0.0,0.536
Baked-beans,1.0,0.0,451.0,0.769,0.0,22.3,9.23,3.85,4.62,0.423
Baked-beans,2.0,0.0,579.0,0.385,0.0,30.0,16.2,3.85,4.62,0.392
Dairies,0.0,0.0,1050.0,21.4,14.3,0.0,0.0,0.0,14.3,0.321
Sugary snacks,6.0,0.0,2070.0,21.2,11.8,70.5,63.5,2.35,4.7,0.0705
Sugary snacks,6.0,0.0,2160.0,25.9,10.6,58.8,49.4,2.35,9.41,0.047
Salty snacks,5.0,0.0,2090.0,24.1,16.0,62.4,8.0,2.0,7.0,0.8
Groceries,1.0,0.0,606.0,12.9,1.61,9.68,0.0,6.45,3.23,0.484
Groceries,5.0,0.0,837.0,16.7,1.67,10.0,10.0,0.0,0.0,0.933
Salty snacks,1.0,1.0,2475.0,44.2,9.2,23.8,14.6,6.7,22.4,0.24
Groceries,5.0,0.0,201.0,0.8,0.0,8.0,4.8,1.6,1.6,0.392
Groceries,2.0,0.0,418.0,7.5,4.17,6.67,1.67,1.67,1.67,0.717
Groceries,2.0,0.0,418.0,6.67,4.17,5.0,1.67,0.0,3.33,0.583
Plant-based foods and beverages,0.0,0.0,1360.0,0.0,0.0,77.5,72.5,5.0,2.5,0.025
Dairies,1.0,0.0,640.0,7.06,4.12,18.8,17.1,0.0,4.71,0.0529
Dairies,4.0,0.0,695.0,7.14,4.76,4.76,4.76,0.0,9.52,0.905
Pierogies,5.0,0.0,624.0,2.19,0.439,27.2,0.877,0.877,4.39,0.404
Groceries,0.0,0.0,302.0,3.6,0.8,8.0,4.8,2.4,1.6,0.376
Plant-based foods and beverages,0.0,0.0,2620.0,50.0,9.38,15.6,6.25,6.25,21.9,0.0312
Plant-based foods and beverages,4.0,0.0,1620.0,3.23,0.0,83.9,25.8,6.45,6.45,0.403
Sugary snacks,3.0,0.0,2140.0,27.9,25.6,62.8,60.5,0.0,6.98,0.105
Plant-based foods and beverages,2.0,0.0,1490.0,1.79,0.0,73.2,3.57,3.57,12.5,0.0
Dairies,0.0,0.0,240.0,0.0,0.0,4.41,3.96,0.441,10.1,0.0396
Plant-based foods and beverages,2.0,0.0,86.8,0.0,0.0,4.13,2.48,0.826,0.826,0.0124
Plant-based foods and beverages,0.0,0.0,1020.0,0.0,0.0,62.2,2.7,27.0,24.3,0.0405
Groceries,2.0,0.0,1120.0,23.3,3.33,13.3,13.3,0.0,0.0,1.13
Groceries,1.0,0.0,1260.0,30.0,3.33,10.0,6.67,0.0,0.0,0.967
Coconut-cream,5.0,0.0,1630.0,13.9,13.9,61.1,55.6,0.0,0.0,0.0417
Beverages,0.0,0.0,685.0,16.0,16.0,3.5,3.5,0.0,3.5,0.073
Groceries,5.0,0.0,2450.0,62.1,10.3,3.45,3.45,0.0,3.45,0.862
Groceries,6.0,0.0,586.0,15.0,2.5,2.0,1.0,0.0,0.0,0.29
Plant-based foods and beverages,0.0,0.0,329.0,0.0,0.0,18.6,13.6,4.29,0.714,0.00714
Plant-based foods and beverages,0.0,0.0,359.0,0.0,0.0,21.4,18.6,2.14,0.714,0.00357
Seafood,1.0,0.0,373.0,1.79,0.0,0.0,0.0,0.0,19.6,0.589
Breakfasts,5.0,0.0,1510.0,3.0,1.0,74.0,12.0,2.0,8.0,1.06
Plant-based foods and beverages,0.0,0.0,2540.0,53.6,7.14,21.4,3.57,7.14,17.9,0.393
Groceries,1.0,0.0,290.6,3.9,0.8,4.3,0.9,2.7,4.2,1.1
Beverages,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00417
Salty snacks,6.0,0.0,1810.0,13.3,1.67,73.3,0.0,3.33,10.0,0.833
Beverages,5.0,0.0,52.5,1.04,0.0,0.833,0.0,0.417,0.417,0.075
Beverages,4.0,0.0,69.6,1.46,0.125,0.833,0.0,0.417,0.417,0.075
Plant-based foods and beverages,10.0,0.0,1900.0,18.8,9.38,59.4,3.12,3.12,10.9,0.002
Plant-based foods and beverages,10.0,0.0,1850.0,16.3,8.14,60.5,2.33,2.33,11.6,2.07
Dairies,1.0,0.0,244.0,1.04,0.625,8.33,7.5,0.0,3.33,0.075
Beverages,1.0,0.0,263.0,1.09,0.725,8.21,7.73,0.0,4.59,0.0918
Sugary snacks,7.0,0.0,1293.0,5.1,2.7,60.7,44.5,3.1,2.8,0.0787
Desserts,7.0,0.0,1293.0,5.1,2.7,60.7,44.5,3.1,2.8,0.0787
Turkey-bacon,5.0,0.0,840.0,16.7,3.33,0.0,0.0,0.0,13.3,0.867
Plant-based foods and beverages,0.0,0.0,264.0,2.9,0.4,7.3,1.6,1.6,2.0,0.3
Plant-based foods and beverages,0.0,0.0,197.0,2.5,1.5,5.0,0.5,0.5,1.0,0.3
Frozen foods,0.0,0.0,541.0,5.5,2.7,15.0,2.4,1.6,5.5,0.3
Frozen foods,1.0,0.0,1281.0,15.0,4.2,32.0,4.2,2.2,9.4,0.5
Frozen foods,0.0,0.0,510.0,4.2,0.0,18.0,2.8,1.8,3.8,0.6
Frozen foods,0.0,0.0,450.0,1.9,0.2,18.0,2.7,1.9,4.7,0.0787401574803
Desserts,1.0,0.0,791.0,13.0,12.0,16.0,13.0,2.1,2.1,0.0944881889764
Plant-based foods and beverages,9.0,0.0,1700.0,3.12,0.0,87.5,46.9,3.12,6.25,0.469
Plant-based foods and beverages,0.0,0.0,795.0,15.0,3.5,7.0,2.0,2.0,7.0,0.055
Plant-based foods and beverages,0.0,0.0,57.0,0.5,0.1,1.3,1.3,1.3,1.2,0.00787
Dairies,0.0,0.0,1640.0,32.1,17.9,3.57,0.0,0.0,25.0,0.464
fr:Garlic-bread,3.0,0.0,1590.0,19.4,12.8,43.6,3.62,1.49,7.23,0.468
Sugary snacks,4.0,0.0,1298.0,9.5,4.2,59.4,48.3,4.2,3.3,0.114
Desserts,4.0,0.0,1510.0,0.0,0.0,92.0,76.0,0.0,0.0,1.4
Desserts,4.0,0.0,1670.0,2.0,0.0,92.0,72.0,0.0,0.0,1.44
Stuffing,10.0,0.0,1640.0,3.57,0.0,75.0,7.14,3.57,14.3,1.39
Plant-based foods and beverages,0.0,0.0,139.0,1.0,0.1,3.0,2.6,3.4,3.0,0.0
Plant-based foods and beverages,1.0,0.0,1139.0,0.0,0.0,67.0,67.0,0.0,0.0,0.0
Snacks,7.0,0.0,2160.0,29.0,9.68,58.1,16.1,0.0,6.45,0.516
Sugary snacks,4.0,0.0,1970.0,20.6,5.88,73.5,41.2,2.94,2.94,0.397
Sugary snacks,3.0,0.0,1890.0,16.1,3.23,71.0,22.6,6.45,6.45,0.29
Salty snacks,0.0,0.0,1790.0,14.3,1.79,71.4,0.0,10.7,10.7,0.571
Salty snacks,2.0,0.0,1790.0,14.3,1.79,71.4,0.0,10.7,10.7,0.482
Salty snacks,0.0,0.0,1790.0,14.3,1.79,71.4,0.0,10.7,10.7,0.429
Sugary snacks,5.0,0.0,1920.0,16.0,1.0,70.0,22.0,6.0,8.0,0.44
Sugary snacks,6.0,0.0,1480.0,6.45,0.0,71.0,38.7,6.45,3.23,0.355
Salty snacks,3.0,0.0,2090.0,28.1,6.25,62.5,6.25,0.0,6.25,0.656
Salty snacks,3.0,0.0,2090.0,28.1,6.25,62.5,6.25,0.0,6.25,0.656
Breakfast-biscuits,4.0,0.0,1920.0,16.0,3.0,70.0,22.0,8.0,8.0,0.36
Sugary snacks,4.0,0.0,1970.0,20.6,5.88,73.5,41.2,2.94,2.94,0.397
Sugary snacks,3.0,0.0,1970.0,20.6,5.88,70.6,35.3,0.0,2.94,0.353
Sugary snacks,4.0,0.0,1980.0,19.3,6.14,71.9,40.4,3.51,3.51,0.421
Sugary snacks,3.0,0.0,2170.0,24.1,8.62,72.4,44.8,0.0,3.45,0.241
Sugary snacks,4.0,0.0,1970.0,20.6,5.88,73.5,41.2,2.94,2.94,0.397
Sugary snacks,4.0,0.0,2050.0,20.8,4.72,69.8,32.1,1.89,7.55,0.377
Plant-based foods and beverages,0.0,0.0,176.0,0.5,0.1,8.8,8.8,1.6,0.6,0.00393700787402
Meats,7.0,0.0,458.0,3.12,0.781,0.0,0.0,0.0,18.8,0.922
Plant-based foods and beverages,0.0,0.0,548.0,0.0,0.0,22.0,0.0,0.0,9.0,0.257480314961
Plant-based foods and beverages,0.0,0.0,419.0,0.0,0.0,22.0,2.0,0.0,3.0,0.287795275591
Meats,7.0,0.0,1200.0,25.0,8.93,3.57,0.0,0.0,10.7,0.893
Beverages,1.0,0.0,745.0,17.0,12.0,5.6,1.0,0.2,2.1,0.015
Beverages,0.0,0.0,3180.0,60.0,44.0,32.0,12.0,0.0,12.0,0.056
Lemon-curd,1.0,0.0,1613.0,19.2,5.3,49.3,46.3,1.7,3.8,0.0472
Plant-based foods and beverages,0.0,0.0,83.0,0.3,0.0,3.2,3.2,0.0,1.0,0.0
Dairies,0.0,0.0,1250.0,25.0,17.0,0.1,0.0,0.0,19.0,0.5
Venison,0.0,0.0,490.0,2.0,0.8,1.3,0.1,0.5,22.9,0.48
Groceries,0.0,0.0,97.0,0.5,0.1,3.1,3.1,1.4,1.5,0.011811023622
Plant-based foods and beverages,0.0,0.0,1460.0,1.0,0.2,75.8,0.2,1.9,7.0,0.0
Beverages,0.0,0.0,204.0,0.1,0.1,11.3,11.3,0.1,0.2,0.0394
Salsa,1.0,0.0,165.0,0.5,0.0,6.2,5.2,2.4,1.3,0.47
fr:Salsa-dip,1.0,0.0,169.0,0.5,0.0,6.9,3.9,1.2,1.4,0.472440944882
Groceries,2.0,0.0,1230.0,3.4,0.4,54.0,24.0,4.3,8.9,7.26
Dairies,1.0,0.0,1630.0,27.8,16.7,0.0,0.0,0.0,27.8,0.194
Dairies,0.0,0.0,1640.0,28.6,17.9,3.57,0.0,0.0,32.1,0.214
Unsalted-butter,0.0,0.0,2990.0,78.6,50.0,0.0,0.0,0.0,0.0,0.0
Sugary snacks,5.0,1.0,1472.0,10.9,6.8,55.3,20.5,1.8,6.7,0.531496062992
Plant-based foods and beverages,2.0,0.0,1490.0,1.79,0.0,73.2,3.57,3.57,12.5,0.0
Seabass,0.0,0.0,723.0,11.4,2.6,0.4,0.1,0.5,17.1,0.11
Breakfasts,5.0,0.0,1640.0,8.93,0.0,71.4,35.7,7.14,7.14,0.125
Groceries,1.0,0.0,2900.0,76.9,11.5,0.0,0.0,0.0,0.0,0.692
Plant-based foods and beverages,8.0,0.0,1150.0,1.05,0.0,55.8,6.32,2.11,9.47,0.474
Desserts,11.0,0.0,924.0,13.2,8.82,25.0,20.6,0.0,2.94,0.0515
Fruit juices,2.0,0.0,192.0,0.0,0.0,10.8,9.17,0.0,0.833,0.188
Spreads,0.0,0.0,3002.0,80.5,44.0,0.7,0.7,0.0,0.7,0.708661417323
Plant-based foods and beverages,0.0,0.0,1360.0,5.0,0.0,80.0,60.0,5.0,2.5,0.75
Plant-based foods and beverages,0.0,0.0,2494.0,48.8,6.9,11.4,6.6,9.4,24.7,0.0
Beverages,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00422
Spreads,0.0,0.0,3075.0,82.5,49.5,0.7,0.7,0.0,0.7,0.01
Hot-cocoa-mix,5.0,0.0,1680.0,15.0,10.0,75.0,60.0,5.0,5.0,0.85
Sugary snacks,5.0,0.0,1760.0,23.7,10.5,57.9,31.6,0.0,5.26,0.395
Beverages,0.0,0.0,174.0,0.0,0.0,12.9,12.1,0.0,0.0,0.00625
Pork-pie,4.0,0.0,1602.0,26.1,9.3,25.6,1.8,1.3,11.2,0.433
Aliments-d-origine-vegetale,0.0,0.0,209.0,0.5,0.0,11.0,4.0,3.0,2.0,0.01
Beverages,0.0,0.0,192.0,0.0,0.0,10.8,10.4,0.0,0.0,0.0104
Meals,3.0,0.0,314.0,0.0,0.0,16.7,10.0,0.833,1.67,0.4
Meals,1.0,0.0,348.0,5.0,0.833,7.5,0.833,1.67,0.833,0.725
Beverages,2.0,0.0,86.2,0.0,0.0,4.12,2.65,0.882,0.588,0.271
Beverages,2.0,0.0,20.8,0.0,0.0,4.17,2.92,0.833,0.833,0.271
Canned foods,5.0,0.0,209.0,2.08,0.417,7.5,0.0,0.833,0.833,0.625
Beverages,4.0,0.0,87.1,0.0,0.0,5.42,4.17,0.0,0.0,0.0479
Groceries,6.0,0.0,558.0,11.7,5.83,5.0,1.67,0.0,1.67,0.65
Groceries,1.0,0.0,348.0,4.17,2.5,10.0,5.0,0.0,1.67,0.967
Spreads,4.0,0.0,488.0,10.0,5.0,5.0,1.67,0.0,1.67,0.617
Plant-based foods and beverages,2.0,0.0,1490.0,1.79,0.0,73.2,3.57,3.57,12.5,0.0
Meals,1.0,0.0,619.0,6.0,2.0,17.6,2.9,4.3,6.0,0.322
Plant-based foods and beverages,0.0,0.0,153.0,0.9,0.1,2.3,1.4,3.0,3.3,0.011811023622
Dairies,2.0,0.0,345.0,1.47,0.882,14.1,11.8,0.0,4.12,0.0441
Plant-based foods and beverages,0.0,0.0,2750.0,50.0,7.81,18.8,3.12,6.25,25.0,0.0
Plant-based foods and beverages,0.0,0.0,795.0,16.0,2.5,8.0,3.0,2.0,7.0,0.135
Plant-based foods and beverages,0.0,0.0,2410.0,48.5,9.09,24.2,9.09,6.06,21.2,0.242
Plant-based foods and beverages,0.0,0.0,2480.0,50.0,7.81,25.0,9.38,6.25,21.9,0.422
Plant-based foods and beverages,0.0,0.0,2410.0,48.5,9.09,24.2,9.09,6.06,21.2,0.242
Plant-based foods and beverages,0.0,0.0,2620.0,50.0,7.81,18.8,3.12,6.25,25.0,0.328
Meats,3.0,0.0,915.0,16.4,5.8,0.7,0.1,0.0,17.4,0.827
Plant-based foods and beverages,0.0,0.0,2350.0,50.0,9.38,18.8,9.38,6.25,25.0,0.203
fr:Amandes-grillees-broyees-a-sec,0.0,0.0,418.0,8.0,0.5,3.0,1.0,2.0,3.0,0.0
Plant-based foods and beverages,0.0,0.0,1498.0,2.0,0.6,68.6,4.4,10.0,11.5,0.255905511811
Plant-based foods and beverages,5.0,0.0,2020.0,18.3,6.67,65.0,3.33,3.33,13.3,2.55
Dairies,1.0,0.0,313.0,0.0,0.0,14.5,14.5,0.0,3.96,0.0617
Muffins,1.0,0.0,1069.0,3.1,1.5,43.9,6.0,2.6,11.0,0.334645669291
Sugary snacks,1.0,0.0,2400.0,40.0,15.0,45.0,42.5,5.0,10.0,0.075
Fruit juices,0.0,0.0,232.0,0.1,0.1,12.7,11.8,0.9,0.5,0.0394
Meals,1.0,0.0,192.0,0.833,0.625,6.67,5.0,0.417,2.08,0.3
Beverages,3.0,0.0,0.0,3.0,0.0,19.0,17.0,1.0,1.0,0.15
Dairies,2.0,0.0,1490.0,28.6,17.9,0.0,0.0,0.0,28.6,0.786
fr:Pancakes-and-waffles,3.0,0.0,544.0,0.5,0.0,29.0,7.0,1.0,2.0,0.25
Meats,0.0,0.0,1050.0,19.6,6.25,1.79,0.0,0.0,16.1,1.0
Plant-based foods and beverages,0.0,0.0,60.9,0.0,0.0,1.82,0.0,1.82,1.82,0.21
Hot-cocoa-powder,0.0,0.0,1680.0,7.5,5.0,80.0,60.0,10.0,10.0,0.0
Meats,5.0,0.0,670.0,10.0,4.0,4.0,0.0,0.0,12.0,0.82
Plant-based foods and beverages,0.0,0.0,1510.0,0.0,0.0,78.7,0.0,0.0,8.51,0.0
Dairies,0.0,0.0,227.0,2.08,1.25,5.42,5.42,0.0,4.17,0.0542
Dairies,5.0,0.0,334.0,1.6,1.2,5.6,4.0,0.0,11.2,0.248
Dairies,1.0,0.0,377.0,1.5,1.0,16.0,13.0,0.0,3.0,0.045
Dairies,1.0,0.0,377.0,1.5,1.0,15.0,12.0,0.0,3.0,0.055
Beverages,5.0,0.0,760.0,19.2,16.6,2.3,2.1,0.5,0.6,0.0709
Dairies,5.0,0.0,146.0,0.0,0.0,5.0,4.0,0.0,4.0,0.05
Plant-based foods and beverages,0.0,0.0,1016.0,2.2,0.3,17.6,5.5,16.5,29.6,0.0394
Plant-based foods and beverages,1.0,0.0,937.0,5.97,0.0,43.3,11.9,5.97,5.97,0.254
Plant-based foods and beverages,1.0,0.0,174.0,0.833,0.625,6.67,4.17,0.417,2.08,0.312
Farming products,0.0,0.0,586.0,10.0,3.0,0.0,0.0,0.0,12.0,0.14
Plant-based foods and beverages,0.0,0.0,188.0,0.3,0.1,8.6,7.6,2.5,0.6,0.0393700787402
Sugary snacks,4.0,0.0,1690.0,9.62,5.77,73.1,34.6,1.92,5.77,0.25
Plant-based foods and beverages,0.0,0.0,1530.0,3.33,1.0,86.7,30.0,6.67,6.67,0.3
Sugary snacks,2.0,0.0,2235.0,31.7,15.2,54.0,22.1,2.9,7.0,0.27
Groceries,4.0,0.0,837.0,0.0,0.0,50.0,46.7,0.0,1.33,0.8
Sugary snacks,1.0,0.0,1950.0,20.0,8.33,60.0,26.7,6.67,6.67,0.333
Salty snacks,2.0,0.0,1970.0,20.6,8.82,70.6,17.6,5.88,5.88,0.618
Pates,2.0,0.0,795.0,7.0,0.0,28.0,2.0,0.0,4.0,0.85
Plant-based foods and beverages,2.0,0.0,79.0,0.4,0.0,0.6,0.0,2.1,2.2,0.275590551181
Groceries,1.0,0.0,280.0,0.0,0.0,16.7,10.0,3.33,3.33,0.0667
Sugary snacks,5.0,0.0,2030.0,20.0,7.14,62.9,28.6,2.86,8.57,0.357
Dairies,2.0,0.0,251.0,2.5,1.5,2.0,0.0,1.0,7.0,0.2
Plant-based foods and beverages,1.0,0.0,0.4,0.4,0.08,4.8,0.4,4.4,4.8,0.0
Sugary snacks,3.0,1.0,2230.0,30.0,16.7,60.0,46.7,0.0,6.67,0.0833
it:Formaggio-fuso,0.0,0.0,908.0,17.0,11.7,4.0,3.3,0.0,12.0,0.84
Sugary snacks,2.0,0.0,2200.0,25.0,15.0,67.5,57.5,5.0,5.0,0.0
Plant-based foods and beverages,0.0,0.0,1520.0,1.82,0.364,85.5,16.4,10.9,7.27,0.364
Plant-based foods and beverages,4.0,0.0,608.0,5.13,0.427,4.27,0.0,1.71,20.5,0.393
Plant-based foods and beverages,0.0,0.0,418.0,8.0,1.0,3.0,1.0,1.0,3.0,0.0
Sugary snacks,1.0,0.0,2420.0,36.8,15.8,52.6,76.3,7.89,7.89,0.0789
Dairies,0.0,0.0,260.0,1.78,1.11,6.67,4.0,0.0,4.89,0.0556
Plant-based foods and beverages,6.0,0.0,627.0,1.67,0.0,10.0,3.33,0.0,23.3,0.867
Sugary snacks,1.0,0.0,1993.0,19.9,8.6,55.0,0.9,9.6,10.9,0.657480314961
Plant-based foods and beverages,0.0,0.0,2415.0,43.9,7.8,26.9,5.9,3.3,18.2,0.01
Beverages,2.0,0.0,209.0,1.88,0.417,5.83,5.42,0.0,2.92,0.025
Beverages,4.0,0.0,231.0,1.58,0.394,7.89,7.5,0.394,2.37,0.0375
Plant-based foods and beverages,0.0,0.0,1460.0,0.9,0.2,78.7,0.1,1.3,4.7,0.1
Plant-based foods and beverages,0.0,0.0,368.0,1.6,0.2,14.4,0.4,2.8,4.0,0.092
Fruit juices,0.0,0.0,209.0,0.0,0.0,11.7,0.833,0.0,0.417,0.0
Sugary snacks,2.0,0.0,3.33,20.0,1.67,63.3,26.7,0.0,10.0,0.0833
Canned foods,0.0,0.0,273.0,1.63,0.204,9.8,2.04,3.27,2.86,0.278
Plant-based foods and beverages,3.0,0.0,432.0,4.3,2.2,10.2,3.3,2.2,4.8,0.236220472441
Beverages,4.0,0.0,58.4,1.2,0.0,0.4,0.0,0.4,0.4,0.042
Beverages,4.0,0.0,268.0,2.4,0.4,8.0,7.6,0.4,2.8,0.056
Beverages,4.0,0.0,268.0,2.4,0.4,8.0,7.6,0.4,2.8,0.056
Sugary snacks,7.0,0.0,1293.0,5.1,2.7,60.7,44.5,3.1,2.8,0.0787
Sugary snacks,2.0,1.0,2280.0,30.3,18.2,60.6,33.3,3.03,6.06,0.152
Plant-based foods and beverages,1.0,0.0,1590.0,0.0,0.0,82.8,10.3,0.0,6.9,0.655
Canned foods,10.0,0.0,377.0,2.87,1.23,13.1,2.46,1.23,2.87,0.307
Canned foods,11.0,0.0,423.0,4.28,1.56,12.1,3.11,1.17,3.5,0.292
Sugary snacks,0.0,0.0,1720.0,20.6,4.41,55.9,0.0,8.82,8.82,0.647
Groceries,0.0,0.0,268.0,2.8,0.4,8.8,4.8,1.6,1.6,0.456
Dairies,0.0,0.0,167.0,1.0,0.6,5.2,4.0,0.0,3.2,0.076
Dairies,5.0,0.0,0.0,15.0,8.33,6.67,3.33,0.0,3.33,0.0667
Chicken-breast-curry-with-tomato-spinach-sauce,0.0,0.0,475.0,5.2,1.0,3.2,2.6,2.6,12.3,0.26
Plant-based foods and beverages,6.0,0.0,1750.0,9.68,0.968,80.6,32.3,3.23,3.23,0.71
Dairies,0.0,0.0,1670.0,40.0,26.7,0.0,0.0,0.0,2.0,0.0333
Gateaux,5.0,0.0,1780.0,12.5,5.0,77.5,47.5,2.5,5.0,0.55
Apple-and-pear-juices,1.0,0.0,195.0,0.1,0.1,10.4,10.4,0.7,0.2,0.00394
Breaded-ham,6.0,0.0,467.0,2.7,1.0,1.5,0.9,0.5,20.1,0.976377952756
Groceries,1.0,0.0,400.0,7.2,2.0,4.9,4.8,2.0,2.0,0.374015748031
Sugary snacks,1.0,0.0,2200.0,27.5,17.5,65.0,60.0,2.5,5.0,0.075
Sugary snacks,1.0,0.0,2200.0,30.0,17.5,62.5,57.5,2.5,5.0,0.0875
Sugary snacks,8.0,0.0,75.0,0.0,0.0,72.2,0.0,2.0,0.1,0.1
Fruit juices,1.0,0.0,184.0,0.0,0.0,10.4,9.6,0.0,0.0,0.006
Fruit juices,0.0,0.0,181.0,0.0,0.0,10.7,10.0,0.0,0.333,0.00833
Breakfasts,7.0,0.0,1880.0,20.0,5.0,65.0,0.0,5.0,5.0,0.25
Desserts,4.0,0.0,1324.0,4.9,2.9,62.9,45.4,4.4,2.3,0.0787
Sugary snacks,4.0,0.0,1289.0,8.4,4.2,52.8,42.9,4.2,3.3,0.114
Sugary snacks,1.0,0.0,2040.0,31.1,17.8,57.8,48.9,6.67,6.67,0.0889
Sugary snacks,1.0,0.0,2040.0,31.1,17.8,57.8,51.1,6.67,6.67,0.0889
Plant-based foods and beverages,4.0,0.0,1100.0,7.89,0.877,43.9,3.51,5.26,5.26,0.456
Plant-based foods and beverages,3.0,0.0,994.0,3.75,0.5,40.0,0.0,10.0,11.2,0.3
Sugary snacks,7.0,0.0,1293.0,5.1,2.7,60.7,44.5,3.1,2.8,0.0787
Plant-based foods and beverages,5.0,0.0,1230.0,7.06,1.76,49.4,1.18,2.35,9.41,0.294
Groceries,4.0,0.0,1150.0,0.0,0.0,54.5,18.2,0.0,1.82,13.3
Beverages,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beverages,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beverages,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sugary snacks,1.0,0.0,2280.0,30.3,18.2,63.6,60.6,3.03,6.06,0.0606
Sugary snacks,1.0,0.0,2200.0,30.0,17.5,62.5,60.0,2.5,5.0,0.0625
Meals,3.0,0.0,386.0,1.0,0.2,13.9,2.0,1.5,5.9,0.149606299213
Groceries,0.0,0.0,259.0,3.54,0.885,7.08,4.42,0.885,1.77,0.336
Dairies,0.0,0.0,1640.0,32.1,17.9,0.0,0.0,0.0,28.6,0.607
Salty snacks,1.0,0.0,1640.0,0.0,0.0,82.1,3.57,3.57,10.7,1.71
Dairies,5.0,0.0,418.0,0.882,0.588,19.4,15.3,0.0,2.94,0.05
Dairies,6.0,0.0,222.0,0.0,0.0,9.41,5.88,0.0,2.94,0.0471
Dairies,1.0,0.0,419.0,0.667,0.333,15.3,12.7,0.0,7.33,0.0367
Sugary snacks,0.0,0.0,2390.0,40.5,23.8,47.6,26.2,11.9,7.14,0.0
Plant-based foods and beverages,1.0,0.0,1530.0,6.67,1.67,76.7,20.0,6.67,10.0,0.767
Plant-based foods and beverages,12.0,0.0,1830.0,17.2,7.81,62.5,3.12,3.12,10.9,2.23
Canned foods,0.0,0.0,836.0,14.5,1.82,0.0,0.0,0.0,20.0,0.418
Dairies,1.0,0.0,283.0,1.06,0.636,10.6,10.2,0.0,3.39,0.089
Sugary snacks,1.0,0.0,2150.0,30.3,15.2,51.5,0.0,12.1,6.06,0.758
Beverages,2.0,0.0,262.0,1.04,0.625,9.58,0.0,0.0,4.58,0.104
Beverages,2.0,0.0,262.0,1.04,0.625,9.58,1.25,0.0,4.58,0.104
Dairies,0.0,0.0,227.0,2.08,1.25,5.42,5.42,0.0,4.17,0.0583
Dairies,1.0,0.0,418.0,3.53,2.06,15.9,14.1,0.588,2.94,0.0441
Dairies,0.0,0.0,55.1,1.06,0.636,6.78,6.36,0.0,4.24,0.0678
Dairies,0.0,0.0,283.0,3.39,2.12,5.51,5.08,0.0,3.39,0.053
Dairies,0.0,0.0,55.1,1.06,0.636,6.78,6.36,0.0,4.24,0.0678
Dairies,0.0,0.0,160.0,0.0,0.0,5.51,5.51,0.0,3.81,0.0551
Skim-milk,0.0,0.0,160.0,0.0,0.0,5.51,5.51,0.0,3.81,0.0551
Sugary snacks,6.0,0.0,1800.0,9.52,7.14,76.2,52.4,4.76,4.76,0.643
Meats,2.0,0.0,881.0,14.9,5.8,0.5,0.4,0.6,18.6,1.06
Groceries,9.0,0.0,1260.0,30.0,5.0,6.67,3.33,0.0,0.0,0.8
Juice-drinks,0.0,0.0,194.0,0.1,0.1,11.2,10.4,0.1,0.2,0.0394
Meals,0.0,0.0,885.0,13.9,6.0,14.5,2.0,2.2,7.3,0.32
Plant-based foods and beverages,2.0,0.0,1490.0,1.79,0.0,75.0,1.79,3.57,12.5,0.0
Plant-based foods and beverages,2.0,0.0,1570.0,1.79,0.0,75.0,3.57,3.57,12.5,0.0
Sugary snacks,1.0,0.0,1.0,9.0,2.0,22.0,21.0,2.0,3.0,0.013
Sugary snacks,6.0,0.0,1590.0,9.52,5.95,76.2,54.8,2.38,2.38,0.0714
Sugary snacks,1.0,0.0,586.0,3.0,0.5,28.0,20.0,0.0,0.0,0.01
Frozen foods,3.0,0.0,1050.0,11.4,5.0,24.3,2.86,1.43,12.1,0.407
